"question_id","user_id","rating"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"bad"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"bad"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"bad"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"bad"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"bad"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"bad"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"bad"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"bad"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"bad"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"bad"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"bad"
6,1,"bad"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"bad"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"great"
6,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
7,1,"great"
7,1,"great"
7,1,"bad"
7,1,"bad"
9,1,"great"
9,1,"bad"
9,1,"great"
9,1,"great"
9,1,"bad"
9,1,"great"
9,1,"great"
9,1,"great"
9,1,"great"
9,1,"great"
9,1,"great"
9,1,"great"
9,1,"great"
9,1,"great"
9,1,"great"
9,1,"great"
9,1,"great"
9,1,"bad"
9,1,"great"
9,1,"great"
9,1,"bad"
9,1,"great"
9,1,"great"
9,1,"bad"
9,1,"great"
9,1,"great"
9,1,"bad"
9,1,"great"
9,1,"great"
9,1,"bad"
9,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"bad"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
10,1,"great"
11,1,"great"
11,1,"bad"
12,1,"bad"
12,1,"great"
12,1,"great"
12,1,"great"
12,1,"great"
12,1,"great"
12,1,"great"
12,1,"great"
12,1,"great"
12,1,"great"
12,1,"great"
12,1,"great"
12,1,"great"
12,1,"great"
12,1,"bad"
12,1,"great"
12,1,"bad"
12,1,"great"
13,1,"great"
13,1,"great"
13,1,"great"
13,1,"great"
13,1,"great"
13,1,"great"
13,1,"great"
13,1,"great"
13,1,"great"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"bad"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"bad"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"bad"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"bad"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"bad"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"great"
14,1,"great"
15,1,"great"
15,1,"great"
15,1,"great"
15,1,"great"
15,1,"great"
15,1,"great"
15,1,"great"
15,1,"great"
15,1,"great"
15,1,"great"
15,1,"great"
15,1,"bad"
15,1,"great"
15,1,"great"
15,1,"great"
15,1,"great"
15,1,"great"
15,1,"great"
16,1,"bad"
16,1,"great"
16,1,"bad"
16,1,"great"
16,1,"bad"
16,1,"great"
16,1,"bad"
16,1,"bad"
16,1,"great"
16,1,"bad"
16,1,"great"
16,1,"great"
16,1,"bad"
16,1,"great"
16,1,"bad"
16,1,"great"
16,1,"bad"
16,1,"great"
17,1,"great"
17,1,"great"
17,1,"bad"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"bad"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"bad"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"bad"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"bad"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"bad"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"bad"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"bad"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
17,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"bad"
18,1,"bad"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
18,1,"great"
19,1,"bad"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"bad"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"bad"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"bad"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"bad"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"bad"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"bad"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"bad"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"bad"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"bad"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"bad"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"bad"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"bad"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"bad"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
19,1,"great"
20,1,"bad"
20,1,"bad"
20,1,"great"
20,1,"bad"
20,1,"great"
20,1,"bad"
20,1,"great"
20,1,"bad"
20,1,"great"
20,1,"great"
20,1,"bad"
20,1,"great"
20,1,"great"
20,1,"bad"
20,1,"great"
20,1,"great"
20,1,"bad"
20,1,"great"
20,1,"great"
20,1,"bad"
20,1,"great"
20,1,"bad"
20,1,"great"
20,1,"bad"
20,1,"great"
20,1,"bad"
20,1,"bad"
20,1,"great"
22,1,"bad"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"bad"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"bad"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"bad"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"bad"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"bad"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"bad"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"bad"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"bad"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"bad"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"bad"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"bad"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
22,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"bad"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"bad"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"bad"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"bad"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"bad"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"bad"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"bad"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"bad"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"bad"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"bad"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"bad"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
23,1,"great"
24,1,"bad"
24,1,"bad"
24,1,"bad"
24,1,"bad"
25,1,"great"
25,1,"great"
25,1,"great"
25,1,"great"
25,1,"great"
25,1,"great"
25,1,"great"
25,1,"bad"
25,1,"great"
25,1,"bad"
25,1,"great"
25,1,"bad"
25,1,"great"
25,1,"bad"
26,1,"bad"
26,1,"great"
26,1,"bad"
26,1,"great"
26,1,"bad"
26,1,"great"
26,1,"bad"
26,1,"great"
26,1,"bad"
26,1,"great"
26,1,"great"
26,1,"bad"
26,1,"great"
26,1,"great"
26,1,"great"
26,1,"great"
26,1,"great"
26,1,"great"
26,1,"great"
26,1,"great"
27,1,"great"
27,1,"great"
27,1,"great"
27,1,"great"
27,1,"great"
27,1,"great"
27,1,"bad"
27,1,"bad"
27,1,"bad"
27,1,"great"
27,1,"great"
28,1,"bad"
28,1,"great"
28,1,"bad"
28,1,"great"
28,1,"bad"
28,1,"bad"
28,1,"bad"
28,1,"bad"
28,1,"great"
28,1,"great"
28,1,"great"
28,1,"great"
28,1,"bad"
28,1,"great"
29,1,"bad"
