"id","name","clean","times_displayed","times_chosen","created_at","updated_at"
31186,"Adoring Scalawag",1,6,2,"2020-03-17 13:32:00","2021-06-23 13:53:29"
7615,"Adoring Scamp",1,6,1,"2020-03-17 13:32:00","2021-11-05 09:59:37"
27073,"Adoring Scoundrel",0,6,1,"2020-03-17 13:32:00","2021-09-19 04:56:29"
18049,"Adoring Ship",1,6,0,"2020-03-17 13:32:00","2021-06-07 18:29:31"
21433,"Adoring Snowball",1,6,2,"2020-03-17 13:32:00","2021-06-16 14:30:53"
12409,"Adoring Soldier",1,5,2,"2020-03-17 13:32:00","2021-03-24 19:14:07"
1975,"Adoring Somebody",1,6,0,"2020-03-17 13:32:00","2021-11-13 23:40:48"
39230,"Adoring Sorcerer",1,5,1,"2020-03-17 13:32:00","2021-06-28 08:45:33"
6487,"Adoring Squid",1,6,2,"2020-03-17 13:32:00","2021-09-30 18:34:45"
25945,"Adoring Stallion",1,6,1,"2020-03-17 13:32:00","2021-07-14 18:44:20"
16921,"Adoring Tabby",1,5,1,"2020-03-17 13:32:00","2021-04-07 19:01:35"
4231,"Adoring Taco",1,6,2,"2020-03-17 13:32:00","2021-09-10 07:12:44"
23689,"Adoring Tart",0,6,2,"2020-03-17 13:32:00","2021-07-13 16:21:54"
30523,"Adoring Teddy Bear",1,6,2,"2020-03-17 13:32:00","2021-10-08 17:25:35"
14665,"Adoring Traveler",1,6,1,"2020-03-17 13:32:00","2021-11-03 10:20:38"
8743,"Adoring Twang",1,5,0,"2020-03-17 13:32:00","2021-05-03 00:34:47"
28201,"Adoring Vampire",1,6,1,"2020-03-17 13:32:00","2021-05-26 09:27:30"
35545,"Adoring Viking",1,5,0,"2020-03-17 13:32:00","2021-03-27 12:55:24"
19177,"Adoring Wench",0,6,1,"2020-03-17 13:32:00","2021-06-07 19:59:59"
9871,"Adoring Wildcat",1,6,2,"2020-03-17 13:32:00","2021-08-17 18:32:08"
33534,"Adoring Wizard",1,6,1,"2020-03-17 13:32:00","2021-06-30 18:07:33"
29329,"Adoring Wombat",1,6,0,"2020-03-17 13:32:00","2021-06-10 11:53:33"
29893,"Adoring Yacht",1,6,1,"2020-03-17 13:32:00","2021-08-04 15:29:14"
10153,"Adoring Yahoo",1,5,0,"2020-03-17 13:32:00","2021-05-11 13:28:45"
29611,"Adoring Yokel",1,6,0,"2020-03-17 13:32:00","2021-06-04 09:02:38"
12692,"Adventurous Bambino",1,6,1,"2020-03-17 13:32:00","2021-10-07 22:51:12"
19460,"Adventurous Bandit",1,6,1,"2020-03-17 13:32:00","2021-06-15 12:20:24"
10436,"Adventurous Beast",0,6,0,"2020-03-17 13:32:00","2021-08-21 05:59:26"
4514,"Adventurous Beaver",0,6,0,"2020-03-17 13:32:00","2021-11-08 07:21:32"
23972,"Adventurous Blowtorch",1,6,1,"2020-03-17 13:32:00","2021-05-28 17:07:10"
14948,"Adventurous Bobcat",1,5,2,"2020-03-17 13:32:00","2021-04-26 15:07:46"
2258,"Adventurous Bonehead",0,5,0,"2020-03-17 13:32:00","2021-04-21 22:36:22"
21716,"Adventurous Brain",1,6,0,"2020-03-17 13:32:00","2021-11-02 05:48:06"
35209,"Adventurous Buffoon",1,6,0,"2020-03-17 13:32:00","2021-05-24 09:01:11"
35883,"Adventurous Bunny",1,6,2,"2020-03-17 13:32:00","2021-09-25 20:40:24"
6770,"Adventurous Butterfly",1,6,1,"2020-03-17 13:32:00","2021-09-09 05:15:30"
26228,"Adventurous Cad",1,6,1,"2020-03-17 13:32:00","2021-07-20 10:06:52"
17204,"Adventurous Canoe",1,6,0,"2020-03-17 13:32:00","2021-11-15 14:58:18"
1130,"Adventurous Captain",1,6,2,"2020-03-17 13:32:00","2021-05-26 01:26:52"
20588,"Adventurous Cheetah",1,5,0,"2020-03-17 13:32:00","2021-04-10 23:07:47"
11564,"Adventurous Cherub",1,5,0,"2020-03-17 13:32:00","2021-05-21 11:11:57"
5642,"Adventurous Chickpea",1,6,2,"2020-03-17 13:32:00","2021-05-26 09:11:02"
37894,"Adventurous Chicky",0,6,0,"2020-03-17 13:32:00","2021-09-20 19:29:10"
25100,"Adventurous Chive",1,6,1,"2020-03-17 13:32:00","2021-08-17 19:20:08"
16076,"Adventurous Clown",1,6,0,"2020-03-17 13:32:00","2021-11-17 08:51:59"
3386,"Adventurous Crackerjack",1,6,2,"2020-03-17 13:32:00","2021-09-09 13:42:20"
36220,"Adventurous Cub",1,6,3,"2020-03-17 13:32:00","2021-09-22 03:24:57"
22844,"Adventurous Cupcake",1,6,3,"2020-03-17 13:32:00","2021-08-12 05:41:09"
13820,"Adventurous Cupid",1,5,1,"2020-03-17 13:32:00","2021-03-12 19:48:30"
7898,"Adventurous Cutie-pie",1,6,2,"2020-03-17 13:32:00","2021-10-10 04:38:46"
27356,"Adventurous Cutlery",1,6,1,"2020-03-17 13:32:00","2021-05-26 09:22:03"
18332,"Adventurous Daisy",1,6,2,"2020-03-17 13:32:00","2021-07-11 00:09:15"
9026,"Adventurous Dandelion",1,6,1,"2020-03-17 13:32:00","2021-11-05 12:29:53"
33872,"Adventurous Dawg",0,6,0,"2020-03-17 13:32:00","2021-09-18 23:44:16"
28484,"Adventurous Devil",1,6,1,"2020-03-17 13:32:00","2021-07-23 03:40:01"
566,"Adventurous Dish",1,6,0,"2020-03-17 13:32:00","2021-06-04 21:21:10"
20024,"Adventurous Doctor",1,6,2,"2020-03-17 13:32:00","2021-06-19 11:44:56"
11000,"Adventurous Dolphin",1,5,2,"2020-03-17 13:32:00","2021-04-23 00:09:55"
5078,"Adventurous Doofus",1,6,1,"2020-03-17 13:32:00","2021-09-03 08:22:26"
24536,"Adventurous Dragon",1,6,1,"2020-03-17 13:32:00","2021-06-23 13:53:33"
15512,"Adventurous Dreamboat",1,5,1,"2020-03-17 13:32:00","2021-03-26 21:22:26"
2822,"Adventurous Drummer",1,6,2,"2020-03-17 13:32:00","2021-05-23 18:50:49"
22280,"Adventurous Drunkard",0,6,2,"2020-03-17 13:32:00","2021-10-18 21:06:26"
32198,"Adventurous Duckling",1,6,1,"2020-03-17 13:32:00","2021-08-18 14:33:16"
13256,"Adventurous Eyelashes",1,5,1,"2020-03-17 13:32:00","2021-04-07 17:04:32"
7334,"Adventurous Fiddlehead",1,6,3,"2020-03-17 13:32:00","2021-10-01 03:20:25"
26792,"Adventurous Fire",1,6,1,"2020-03-17 13:32:00","2021-05-26 11:48:37"
17768,"Adventurous Flirt",0,6,1,"2020-03-17 13:32:00","2021-08-11 00:51:25"
1694,"Adventurous Fondue",1,6,1,"2020-03-17 13:32:00","2021-05-11 13:21:04"
21152,"Adventurous Fox",1,6,2,"2020-03-17 13:32:00","2021-06-11 21:52:02"
37557,"Adventurous Friend",1,6,1,"2020-03-17 13:32:00","2021-06-01 12:20:33"
12128,"Adventurous Gambler",1,5,2,"2020-03-17 13:32:00","2021-04-30 07:25:44"
6206,"Adventurous Gazelle",1,6,1,"2020-03-17 13:32:00","2021-10-10 02:38:36"
25664,"Adventurous Geek",1,6,0,"2020-03-17 13:32:00","2021-06-01 17:34:50"
38231,"Adventurous Gladiator",1,6,1,"2020-03-17 13:32:00","2021-06-02 00:01:16"
16640,"Adventurous Gremlin",1,5,1,"2020-03-17 13:32:00","2021-03-19 22:19:49"
3950,"Adventurous Hammer",1,6,3,"2020-03-17 13:32:00","2021-05-14 10:05:39"
23408,"Adventurous Hawk",1,6,1,"2020-03-17 13:32:00","2021-07-26 10:35:49"
31524,"Adventurous Hellion",0,5,1,"2020-03-17 13:32:00","2021-04-25 00:06:26"
14384,"Adventurous Hippie",1,6,1,"2020-03-17 13:32:00","2021-11-05 14:10:53"
8462,"Adventurous Honey",1,5,0,"2020-03-17 13:32:00","2021-04-15 10:39:42"
27920,"Adventurous Hooligan",1,6,1,"2020-03-17 13:32:00","2021-07-16 23:12:46"
18896,"Adventurous Hoot",1,6,0,"2020-03-17 13:32:00","2021-08-26 21:37:38"
9590,"Adventurous Hunter",1,5,1,"2020-03-17 13:32:00","2021-05-01 21:09:57"
34872,"Adventurous Imp",1,6,2,"2020-03-17 13:32:00","2021-05-17 21:43:12"
29048,"Adventurous Jester",1,6,0,"2020-03-17 13:32:00","2021-05-26 09:49:57"
284,"Adventurous Joker",1,6,1,"2020-03-17 13:32:00","2021-04-30 16:41:33"
19742,"Adventurous Kitten",1,6,1,"2020-03-17 13:32:00","2021-07-31 21:13:11"
10718,"Adventurous Knees",1,5,3,"2020-03-17 13:32:00","2021-05-03 03:32:36"
4796,"Adventurous Knight",1,6,1,"2020-03-17 13:32:00","2021-09-03 08:20:55"
34535,"Adventurous Kraken",1,6,2,"2020-03-17 13:32:00","2021-06-02 09:17:17"
24254,"Adventurous Legume",1,6,1,"2020-03-17 13:32:00","2021-07-10 20:02:40"
15230,"Adventurous Leopard",1,6,2,"2020-03-17 13:32:00","2021-11-09 10:18:57"
34209,"Adventurous Lioness",1,6,1,"2020-03-17 13:32:00","2021-08-13 08:05:42"
2540,"Adventurous Lulu",1,6,0,"2020-03-17 13:32:00","2021-05-09 12:29:17"
32535,"Adventurous Lumberjack",1,6,0,"2020-03-17 13:32:00","2021-08-21 05:15:24"
21998,"Adventurous Man-child",0,6,1,"2020-03-17 13:32:00","2021-06-12 01:44:17"
12974,"Adventurous Manservant",0,5,0,"2020-03-17 13:32:00","2021-06-29 12:11:28"
7052,"Adventurous Mariachi",1,6,0,"2020-03-17 13:32:00","2021-11-19 16:21:42"
38894,"Adventurous Mess",1,6,3,"2020-03-17 13:32:00","2021-09-24 04:49:04"
26510,"Adventurous Milkshake",0,6,3,"2020-03-17 13:32:00","2021-09-09 04:50:17"
17486,"Adventurous Minx",0,6,0,"2020-03-17 13:32:00","2021-07-10 20:11:18"
32861,"Adventurous Mouse",1,6,2,"2020-03-17 13:32:00","2021-09-23 23:21:31"
1412,"Adventurous Music",1,6,0,"2020-03-17 13:32:00","2021-05-11 13:05:53"
20870,"Adventurous Nerd",1,6,0,"2020-03-17 13:32:00","2021-06-12 20:36:24"
11846,"Adventurous Ninja",1,6,2,"2020-03-17 13:32:00","2021-11-19 10:36:20"
25382,"Adventurous Nobody",1,6,2,"2020-03-17 13:32:00","2021-05-28 17:05:41"
30850,"Adventurous Octopus",1,6,2,"2020-03-17 13:32:00","2021-06-22 09:13:26"
16358,"Adventurous Onion",1,6,3,"2020-03-17 13:32:00","2021-11-17 06:53:44"
3668,"Adventurous Oracle",1,6,1,"2020-03-17 13:32:00","2021-09-16 21:18:44"
23126,"Adventurous Panda",1,6,2,"2020-03-17 13:32:00","2021-08-13 03:15:34"
14102,"Adventurous Peach",1,5,1,"2020-03-17 13:32:00","2021-03-15 15:26:57"
8180,"Adventurous Peacock",1,6,2,"2020-03-17 13:32:00","2021-10-07 01:30:10"
27638,"Adventurous Peppercorn",1,6,0,"2020-03-17 13:32:00","2021-10-06 04:59:24"
38557,"Adventurous Piglet",1,6,3,"2020-03-17 13:32:00","2021-06-04 21:21:01"
18614,"Adventurous Pinkie",1,6,5,"2020-03-17 13:32:00","2021-06-15 09:30:09"
9308,"Adventurous Pixie",1,6,2,"2020-03-17 13:32:00","2021-11-16 11:04:48"
36546,"Adventurous Platypus",1,6,1,"2020-03-17 13:32:00","2021-10-08 17:14:16"
28766,"Adventurous Popstar",1,6,2,"2020-03-17 13:32:00","2021-06-08 18:39:15"
848,"Adventurous Porpoise",1,6,1,"2020-03-17 13:32:00","2021-09-01 01:30:57"
37220,"Adventurous Prankster",1,6,1,"2020-03-17 13:32:00","2021-06-02 22:07:13"
20306,"Adventurous Proposal",1,6,1,"2020-03-17 13:32:00","2021-06-20 02:20:37"
11282,"Adventurous Pumpkin",1,6,3,"2020-03-17 13:32:00","2021-11-16 11:13:38"
5360,"Adventurous Puppet",1,5,0,"2020-03-17 13:32:00","2021-04-18 14:38:28"
30187,"Adventurous Puppy",1,6,2,"2020-03-17 13:32:00","2021-08-21 22:59:14"
31861,"Adventurous Python",0,6,0,"2020-03-17 13:32:00","2021-08-14 20:00:12"
15794,"Adventurous Rake",1,6,1,"2020-03-17 13:32:00","2021-11-13 18:52:53"
36883,"Adventurous Rapscallion",1,6,0,"2020-03-17 13:32:00","2021-09-17 03:41:12"
24818,"Adventurous Rascal",1,6,2,"2020-03-17 13:32:00","2021-06-28 15:53:34"
3104,"Adventurous Rogue",0,6,3,"2020-03-17 13:32:00","2021-09-13 06:00:23"
22562,"Adventurous Ruble",1,6,0,"2020-03-17 13:32:00","2021-07-07 11:03:57"
13538,"Adventurous Sailor",1,6,0,"2020-03-17 13:32:00","2021-11-18 19:04:02"
31187,"Adventurous Scalawag",1,6,0,"2020-03-17 13:32:00","2021-08-13 08:11:26"
7616,"Adventurous Scamp",1,6,1,"2020-03-17 13:32:00","2021-10-01 06:07:08"
27074,"Adventurous Scoundrel",0,6,1,"2020-03-17 13:32:00","2021-07-11 09:01:06"
18050,"Adventurous Ship",1,6,1,"2020-03-17 13:32:00","2021-06-08 08:20:35"
21434,"Adventurous Snowball",1,6,3,"2020-03-17 13:32:00","2021-06-08 08:37:22"
12410,"Adventurous Soldier",1,5,1,"2020-03-17 13:32:00","2021-04-06 18:13:07"
1976,"Adventurous Somebody",1,6,2,"2020-03-17 13:32:00","2021-10-03 14:55:25"
39231,"Adventurous Sorcerer",1,5,1,"2020-03-17 13:32:00","2021-05-12 18:00:42"
6488,"Adventurous Squid",1,6,1,"2020-03-17 13:32:00","2021-09-09 17:54:43"
25946,"Adventurous Stallion",1,6,0,"2020-03-17 13:32:00","2021-06-10 15:33:53"
16922,"Adventurous Tabby",1,5,1,"2020-03-17 13:32:00","2021-03-24 15:22:15"
4232,"Adventurous Taco",1,6,2,"2020-03-17 13:32:00","2021-05-14 13:59:01"
23690,"Adventurous Tart",0,6,3,"2020-03-17 13:32:00","2021-06-30 15:12:35"
30524,"Adventurous Teddy Bear",1,6,2,"2020-03-17 13:32:00","2021-06-09 07:27:20"
14666,"Adventurous Traveler",1,5,3,"2020-03-17 13:32:00","2021-03-24 15:23:59"
8744,"Adventurous Twang",1,6,0,"2020-03-17 13:32:00","2021-11-18 18:51:22"
28202,"Adventurous Vampire",1,6,1,"2020-03-17 13:32:00","2021-06-02 12:24:55"
35546,"Adventurous Viking",1,6,1,"2020-03-17 13:32:00","2021-05-21 11:17:10"
19178,"Adventurous Wench",0,6,1,"2020-03-17 13:32:00","2021-06-16 14:30:53"
9872,"Adventurous Wildcat",1,6,0,"2020-03-17 13:32:00","2021-10-15 10:40:50"
33535,"Adventurous Wizard",1,6,2,"2020-03-17 13:32:00","2021-07-15 20:08:43"
29330,"Adventurous Wombat",1,6,4,"2020-03-17 13:32:00","2021-06-02 07:00:09"
29894,"Adventurous Yacht",1,6,0,"2020-03-17 13:32:00","2021-06-01 03:34:11"
10154,"Adventurous Yahoo",1,5,2,"2020-03-17 13:32:00","2021-04-29 20:12:22"
29612,"Adventurous Yokel",1,6,1,"2020-03-17 13:32:00","2021-06-15 08:27:11"
12693,"Affectionate Bambino",1,5,0,"2020-03-17 13:32:00","2021-03-17 20:54:08"
19461,"Affectionate Bandit",1,6,1,"2020-03-17 13:32:00","2021-06-08 11:19:34"
10437,"Affectionate Beast",0,5,2,"2020-03-17 13:32:00","2021-04-30 20:33:56"
4515,"Affectionate Beaver",0,6,3,"2020-03-17 13:32:00","2021-10-03 14:54:45"
23973,"Affectionate Blowtorch",1,6,1,"2020-03-17 13:32:00","2021-06-15 08:26:46"
14949,"Affectionate Bobcat",1,5,0,"2020-03-17 13:32:00","2021-03-13 20:30:50"
2259,"Affectionate Bonehead",0,5,0,"2020-03-17 13:32:00","2021-04-24 13:43:05"
21717,"Affectionate Brain",1,6,4,"2020-03-17 13:32:00","2021-06-23 09:57:08"
35210,"Affectionate Buffoon",1,6,1,"2020-03-17 13:32:00","2021-05-26 16:56:12"
35884,"Affectionate Bunny",1,6,1,"2020-03-17 13:32:00","2021-07-18 21:20:45"
6771,"Affectionate Butterfly",1,6,1,"2020-03-17 13:32:00","2021-05-23 20:55:19"
26229,"Affectionate Cad",1,6,1,"2020-03-17 13:32:00","2021-06-24 07:38:56"
17205,"Affectionate Canoe",1,5,1,"2020-03-17 13:32:00","2021-03-24 15:53:13"
1131,"Affectionate Captain",1,6,1,"2020-03-17 13:32:00","2021-09-17 01:46:22"
20589,"Affectionate Cheetah",1,6,2,"2020-03-17 13:32:00","2021-08-11 01:23:46"
11565,"Affectionate Cherub",1,5,0,"2020-03-17 13:32:00","2021-04-28 18:04:06"
5643,"Affectionate Chickpea",1,6,2,"2020-03-17 13:32:00","2021-09-04 15:08:46"
37895,"Affectionate Chicky",0,6,1,"2020-03-17 13:32:00","2021-10-09 05:41:49"
25101,"Affectionate Chive",1,6,1,"2020-03-17 13:32:00","2021-07-10 10:23:41"
16077,"Affectionate Clown",1,5,1,"2020-03-17 13:32:00","2021-03-18 22:58:24"
3387,"Affectionate Crackerjack",1,6,0,"2020-03-17 13:32:00","2021-09-10 17:45:47"
36221,"Affectionate Cub",1,6,0,"2020-03-17 13:32:00","2021-09-15 08:27:56"
22845,"Affectionate Cupcake",1,6,2,"2020-03-17 13:32:00","2021-07-13 00:32:26"
13821,"Affectionate Cupid",1,5,2,"2020-03-17 13:32:00","2021-03-12 22:54:38"
7899,"Affectionate Cutie-pie",1,6,0,"2020-03-17 13:32:00","2021-10-01 03:43:02"
27357,"Affectionate Cutlery",1,6,2,"2020-03-17 13:32:00","2021-06-02 07:43:24"
18333,"Affectionate Daisy",1,6,1,"2020-03-17 13:32:00","2021-06-08 16:33:16"
9027,"Affectionate Dandelion",1,5,4,"2020-03-17 13:32:00","2021-04-15 16:39:19"
